Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.639050007,0.686689973,0.703790009,0.724129975,0.756990016,0.735909998,0.72566998,0.719290018,0.756900012,0.824109972,0.804729998,0.805069983,0.858759999,0.833140016,0.788489997,0.755020022,0.743990004,0.706420004,0.701590002,0.693099976,0.669839978,0.66602999,0.655730009,,,,
INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271559954,1.242709994,1.208009958,1.151409984,1.083829999,1.051939964,1.055750012,1.124349952,1.177780032,1.191969991,1.198869944,1.234079957,1.391260028,1.613710046,1.595039964,1.552800059,1.557659984,1.567980051,1.522160053,1.182909966,1.175709963,1.255399942,1.16929996,1.22589004,1.232329965,,
IRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50217998,0.495579988,0.59483999,0.504530013,0.622839987,0.559210002,,0.64647001,0.272579998,0.264420003,,0.316549987,0.25266999,,0.417629987,,0.830269992,,0.883589983,,,
IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045540001,0.03435,0.045620002,0.036839999,0.034759998,,,0.038350001,0.040169999,0.03737,0.045960002,0.042789999,0.03246,0.04397,,
ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.798079967,1.950989962,2.235059977,2.57201004,2.839890003,2.821199894,2.705499887,,2.679689884,2.852659941,2.532939911,2.464139938,2.59713006,,2.403670073,,1.692379951,1.936159968,2.181390047,2.1098001,2.084120035,2.000200033,2.323299885,2.471760035,,
ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.586189985,2.805870056,2.917299986,3.32852006,3.929939985,4.183080196,4.129829884,3.890569925,3.870759964,4.044549942,4.137989998,4.417349815,4.330120087,4.123290062,3.924360037,4.002689838,4.141550064,4.074779987,4.155360222,4.261479855,4.51086998,4.656760216,4.796619892,5.139830112,5.435619831,,
ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.945900023,0.987689972,1.004870057,0.980650008,1.003640056,1.040699959,1.081240058,1.058940053,1.050250053,1.044350028,1.084010005,1.128990054,1.159719944,1.217869997,1.217970014,1.201550007,1.262189984,1.301069975,1.338400006,1.338500023,1.366420031,1.370129943,1.424430013,1.462990046,1.533910036,,
JAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0491,0.060959999,,,,,,,,,,,,,,,,,,,,
JOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.336890012,,,,,,0.421539992,,,,,,,,0.695469975,,,,,,
JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.643029928,2.721770048,2.827450037,2.84671998,2.858409882,2.923480034,2.965140104,2.993200064,2.981250048,3.130919933,3.227659941,3.292570114,3.292239904,3.195899963,3.104949951,3.205369949,3.173710108,3.27895999,3.367880106,3.24071002,3.106659889,3.166359901,3.221750021,3.198990107,3.263170004,,
KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.293370008,0.220390007,0.183829993,0.181040004,0.220090002,0.255089998,0.252460003,0.248370007,0.283609986,0.242809996,0.208839998,0.216539994,0.22924,0.153410003,0.153490007,0.165250003,0.171320006,0.167219996,0.169510007,0.141790003,0.126670003,0.116829999,0.118409999,0.126019999,0.132449999,
KEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.355210006,,,0.692219973,,,,,,,,,,,,
KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.193900004,0.210639998,0.179920003,0.156369999,0.171890005,0.198100001,0.222719997,0.199259996,0.198609993,0.230140001,0.234249994,0.190170005,0.15997,0.155469999,0.156330004,0.166099995,0.14914,0.125359997,0.119029999,0.111210003,0.107069999,0.101070002,0.090159997,0.089330003,,
KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049800001,,,,,,,,,,,,,0.11823,,,,,,,
KIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.216160059,2.248300076,2.11026001,2.015670061,2.12519002,2.278650045,2.207740068,2.277220011,2.442140102,2.522900105,2.719340086,2.872580051,2.988869905,3.146689892,3.315779924,3.591989994,3.850399971,3.951240063,4.077859879,3.978199959,3.987040043,4.292059898,4.516329765,4.627029896,4.814499855,,
KWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205379993,0.257959992,0.197630003,0.125420004,0.178839996,0.180010006,0.143470004,0.130099997,0.100830004,0.084789999,0.08585,0.085510001,0.112130001,0.101400003,0.098959997,0.097209997,0.301530004,0.427049994,0.096600004,0.079850003,0.080399998,0.063490003,0.191459998,0.186609998,,
LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.575420127,0.545436578,0.533884829,0.568607066,0.573809067,0.627366479,0.6189543,0.685865717,0.737630228,0.780308566,0.824284962,0.776859777,0.748008647,0.776694749,0.811252117,0.814967156,0.766326521,0.686983101,0.684308783,0.692246173,,,
LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037099998,,,,,,,,,,,,,,,,,,,,
LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.573949993,0.273739994,,,,,,,,,,,,,,,,,,,,,,,
LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.567652441,0.542078123,0.526908748,0.562516213,0.566802547,0.59323113,0.591088439,0.62746904,0.674210773,0.699267886,0.739702252,0.713977036,0.686325216,0.712397475,0.741737435,0.767748951,0.728425846,0.656832979,0.658252275,0.665754106,,,
LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.183559999,,,,0.143920004,,,,0.182099998,,0.174199998,,0.114440002,,0.136869997,,,0.100809999,0.099890001,0.108709998,0.128539994,0.127580002,0.128360003,,,,
LMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.541911276,,,0.631180067,,0.600432795,,0.612885551,,,,0.52715777,,0.543424198,,0.601258506,,,,,
LMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.645390061,0.673808383,0.725724033,0.777442713,0.804118604,0.841498419,0.882287882,0.896358674,0.966328641,1.04717087,1.116928967,1.125155081,1.226050171,1.200039408,1.337431971,1.360064783,1.390429858,1.344242923,1.415723404,1.560769033,1.862315727,,
LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041850001,0.042950001,0.055319998,,,,,0.029100001,,0.01255,,,,0.051010001,,,,,,,
LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.825429513,0.874818899,0.898310557,0.954267862,0.964228873,1.022155225,1.028206812,1.060446045,1.097233599,1.274267091,1.31780251,1.291794506,1.430106991,1.474373955,1.536455266,1.611414933,1.676286742,1.671167003,1.694755868,1.798749335,2.090605063,,
LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.491699994,0.536670029,0.54381001,0.502059996,0.585529983,0.667620003,0.657549977,0.664129972,0.751399994,0.748210013,0.79203999,0.801739991,0.789319992,0.830839992,0.783299983,0.902689993,0.893040001,0.948719978,1.030110002,1.043409944,0.842410028,0.896260023,0.936630011,0.994679987,1.155279994,,
LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.583140016,,,1.62349999,1.58818996,1.558730006,1.648859978,1.571650028,1.546630025,1.588389993,1.423730016,1.424530029,1.206640005,1.233809948,1.217000008,1.25225997,1.266899943,1.238980055,1.16711998,1.176640034,1.128600001,,
LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.396890014,0.366270006,0.379220009,0.351830006,0.43483001,0.402630001,0.40843001,0.359299988,0.398400009,0.527069986,0.646910012,0.551069975,0.577199996,0.448579997,0.60571003,0.715619981,0.663070023,0.613210022,0.68908,0.619809985,0.435140014,0.511039972,0.638689995,0.636929989,0.705500007,,
MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062240001,0.069569997,0.06244,0.053440001,0.0876,0.082900003,0.056839999,0.101060003,0.05407,0.05012,0.044270001,0.04789,0.051169999,0.087760001,0.136490002,0.234919995,0.171900004,0.200790003,0.246659994,0.44896999,,
MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273409992,,,0.606819987,0.525860012,0.630710006,,,0.60789001,,,,0.714540005,,,,,,,,,,,,
MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037190001,0.038210001,,,,,,,,,,,,,,,,,
MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.872959971,0.806789994,,,,,,0.324050009,0.349029988,0.398649991,0.406219989,0.545570016,0.534630001,0.525569975,0.36649999,0.337639987,0.349070013,0.297829986,0.311049998,0.309430003,0.276899993,0.253740013,0.251679987,0.236719996,0.227540001,,
MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.183249995,0.093800001,0.083420001,0.100319996,0.18175,0.201729998,0.290699989,0.192599997,0.150959998,0.141190007,0.120909996,0.117640004,0.130539998,0.099030003,0.090669997,,,0.01321,,0.01264,0.01275,,,,,
MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.923223944,,,,,,,,1.58138951,,
MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.250669986,0.276199996,0.301959991,0.344099998,0.306129992,0.324180007,0.354299992,0.393139988,0.38815999,0.398440003,0.369219989,0.398330003,0.443870008,0.47953999,0.49485001,0.471289992,0.420960009,0.425029993,0.435299993,0.429430008,0.387780011,0.328319997,0.307110012,0.283840001,0.300960004,,
MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.646360023,0.675598171,0.728852934,0.780941616,0.808740729,0.848121587,0.885119797,0.900741862,0.97030413,1.051128848,1.121498233,1.125815031,1.226424854,1.201211288,1.340775235,1.3638625,1.391885132,1.349202209,1.415920916,1.5629237,1.863693935,,
MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.359109998,0.408419997,0.328090012,0.418879986,0.293099999,0.244609997,0.210639998,0.232370004,0.228249997,0.193729997,0.170929998,0.223580003,0.196789995,0.216340005,0.222760007,0.326759994,0.438939989,0.516460001,0.44411999,0.435849994,0.354389995,0.363669991,0.367830008,0.37560001,,
MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.218549997,,,0.583599985,,,,,0.314619988,,0.291979998,,0.157680005,,,
MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.250200003,0.237430006,0.489710003,0.528199971,0.578440011,0.545400023,0.526669979,0.507390022,0.587409973,0.665059984,0.804319978,0.743359983,0.691789985,0.715149999,0.554359972,0.563319981,0.592859983,0.588940024,0.679889977,,
MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.070100002,0.0403,0.050790001,0.121699996,0.083099999,0.198870003,,,,,,,,,,,,,,,0.034839999,0.063539997,0.089259997,0.147249997,,
MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.456630531,,0.618579335,,,,,
MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.797720015,1.018740058,0.924430013,1.229910016,1.145210028,,,,0.314850003,,0.374309987,0.363200009,0.374000013,0.324539989,0.34898001,0.503740013,0.363279998,,,
MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167860001,0.166429996,0.15016,0.187570006,0.26749,0.251729995,0.251800001,0.267769992,0.237760007,0.191210002,0.23827,0.336670011,0.304780006,0.244379997,0.230540007,0.239130005,0.232460007,0.223399997,0.156399995,0.183449998,0.134200007,0.101609997,0.092699997,0.13301,,
MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.373140007,,,,0.412129998,,0.140009999,,0.386350006,,,,,0.313120008,,,,,,,
MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01036,,,,
MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27899,0.261779994,0.310079992,0.284020007,0.362569988,0.368050009,0.32604,0.368180007,0.360529989,,,,,,,0.177729994,,,,,0.366360009,0.34691,0.366919994,0.420980006,,
MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216450006,,0.397890002,,0.468989998,,0.652540028,,0.599900007,,0.611060023,,0.78846997,1.010010004,1.036080003,1.033419967,1.092689991,,1.26275003,1.279450059,1.415169954,,1.040259957,,,,
NAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.389301455,2.417645871,2.452129306,2.497020067,2.576614484,2.607364492,2.521028194,2.521285223,2.463274455,2.471926896,2.504067021,2.56351703,2.680054054,2.733996787,2.646097961,2.66352942,2.588882704,2.611295388,2.626728622,2.69546185,2.761443888,2.801266597,2.89750925,3.046473621,3.322097014,,
NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139630005,,,,0.349860013,,,,,,,,
NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132229999,,,,,,,,,,,,,,,
NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065099999,,,,,0.034929998,,,,,,,,,0.083439998,0.104489997,0.102839999,0.08935,0.107419997,,,,,,,
NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.840929985,1.844769955,1.742059946,1.822819948,1.789800048,1.796090007,1.745429993,1.783900023,1.789010048,1.773880005,1.740669966,1.670300007,1.622689962,1.665699959,1.704040051,1.881309986,1.916270018,2.15605998,2.173300028,2.14605999,2.150810003,2.178570032,2.138799906,2.184350014,2.294229984,,
NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.593500018,,1.605350018,,1.562590003,1.629699945,1.679579973,1.544160008,1.482390046,1.455320001,1.56456995,1.554479957,1.724720001,1.649989963,1.627120018,1.620869994,1.65237999,1.715059996,1.935260057,2.04460001,2.099189997,2.047810078,2.153019905,2.276010036,,
NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054389998,0.259240001,0.30219999,,,,,,,,,,,,
NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.056489944,,0.963869989,,1.100289941,,1.148910046,,1.120429993,,1.15763998,,1.252140045,,1.232249975,,1.15339005,,1.228170037,,1.346539974,,1.407739997,,,
OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.104865063,2.127450931,2.140768118,2.20879934,2.254396109,2.287689503,2.231915999,2.224565309,2.175463474,2.188696494,2.212522241,2.215390914,2.296773855,2.374792319,2.337717077,2.365263282,2.376989524,2.368497015,2.405512821,2.432422288,2.48036953,2.510168187,2.593475957,2.666277927,2.955642549,,
OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136590004,0.208849996,0.170059994,0.21356,0.251549989,0.260500014,0.228239998,0.218250006,0.314440012,0.371030003,,
OSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.726175884,,,,
PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155650005,0.109190002,0.115900002,0.115659997,0.151649997,0.198870003,,,0.398490012,,0.632499993,,0.448060006,,0.329169989,,0.292849988,,0.24605,,0.236269996,,0.200959995,,,
PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.310099989,0.299109995,0.269219995,0.272049993,0.362639993,0.360740006,0.342200011,0.321090013,0.226459995,0.231830001,0.235369995,0.181720003,0.190650001,0.132100001,0.144529998,0.173040003,0.075340003,0.062059999,0.140520006,0.120329998,0.144940004,0.147180006,,,,,
PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0836,0.100720003,0.09849,0.112659998,0.110959999,0.106140003,0.108130001,0.155780002,,,,,,,0.082819998,0.055300001,0.081739999,0.108050004,0.117020003,0.120080002,0.120849997,0.126849994,0.156859994,0.171670005,,
PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132630005,0.125269994,,0.106919996,,0.104979999,,0.109010004,,0.112219997,,0.132070005,,0.156829998,,,0.322219998,,,,
PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031580001,,,,,,
POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.639370024,0.643149972,0.65970999,0.680549979,0.640779972,0.621590018,0.55675,0.538060009,0.55250001,0.562780023,0.551020026,0.561930001,0.599439979,0.661059976,0.719929993,0.746630013,0.88410002,0.875909984,0.944819987,1.002750039,0.962870002,1.034180045,1.208909988,1.320639968,1.392050028,,
PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.451310009,,,,0.43858999,,0.428829998,,,,,,,
PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.549499989,0.563740015,0.624859989,0.681209981,0.721560001,0.76481998,0.72183001,0.698019981,0.729300022,0.757550001,0.954479992,1.124169946,1.443349957,1.580010056,1.535290003,1.457409978,1.378610015,1.324679971,1.289919972,1.243299961,1.280750036,1.319280028,1.349550009,1.395619988,1.61740005,,
PRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066990003,0.074929997,0.061349999,0.060660001,0.060910001,,,0.041129999,,,0.042160001,0.065169998,0.071630001,0.079010002,0.09674,0.116760001,0.148880005,0.146840006,0.137580007,,,
PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.197229996,0.14914,0.356460005,0.361559987,,,0.454340011,,,,,,,,,
PSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.162350171,2.192204597,2.197307412,2.264679581,2.325397203,2.358602675,2.30300519,2.291992854,2.242932066,2.264118419,2.292914574,2.307152538,2.391840243,2.460155088,2.430710043,2.461926449,2.475374218,2.468698243,2.509922641,2.527268658,2.57410096,2.600066616,2.686305779,2.750222842,3.04716597,,
PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.478599995,,,0.518830001,,,0.531289995,,,,
ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.674719989,0.574509978,0.495409995,0.398319989,0.366259992,0.391290009,0.377209991,0.397080004,0.389420003,0.412620008,0.456820011,0.511479974,0.552150011,0.443949997,0.456649989,0.498640001,0.485419989,0.388170004,0.381610006,0.488380015,0.481260002,0.503220022,0.501119971,0.478320003,0.47033,,
RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.965919971,1.043740034,0.953830004,0.996230006,1.04982996,1.176939964,1.246520042,1.286030054,1.151329994,1.067970037,1.072939992,1.116109967,1.044350028,1.251919985,1.130200028,1.015450001,1.027660012,1.027320027,1.072409987,1.100849986,1.102380037,1.109670043,0.990019977,1.038789988,1.098029971,,
RWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.649810016,,,0.757950008,,,
SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.623488638,0.617372523,0.627314253,0.650724441,0.64651257,0.653705239,0.654905175,0.719290018,0.740626183,0.769775726,0.786319535,0.785862638,0.82649937,0.785776467,0.762213572,0.710360053,0.743990004,0.640710419,0.678184962,0.62368647,0.649846331,0.602305425,0.637916034,,,,
SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06233,0.053149998,0.042300001,0.04245,0.04521,0.04902,0.073380001,0.884000003,0.897840023,0.876839995,0.815159976,,,,,,,0.522319973,,
SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.530070007,0.472770005,0.374830008,0.322470009,0.280800015,0.238250002,0.224999994,,,,,,,,,,,,,,,,,
SEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.293740004,,0.434300005,,,,,0.577199996,,,,,,,
SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.319910049,1.415639997,1.737069964,1.816239953,1.816990018,2.009299994,2.032819986,1.996790051,2.078589916,2.148060083,2.116559982,2.319859982,2.596740007,2.127899885,1.929180026,2.069550037,1.918329954,1.921040058,2.082279921,2.174449921,2.074709892,1.898720026,1.813910007,1.89064002,,,
SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179998,,,,,,,,,0.105599999,0.133990005,0.090899996,0.078060001,0.035500001,0.033969998,0.063869998,0.093769997,0.143480003,0.144930005,0.180779994,0.165309995,0.174669996,,,
SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.709150016,0.753009975,0.946820021,0.85424,0.304010004,0.639680028,0.491380006,0.289530009,0.395300001,0.439850003,0.578769982,0.669659972,0.817300022,0.702279985,0.683340013,0.853160024,0.683669984,0.723089993,0.810899973,0.83822,0.872380018,0.918910027,0.886669993,0.90595001,,
SSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.444128083,,,,,,,,,,,,,,,
SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.444128083,,,,,,,,,,,,,,,
SST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88963002,1.051079988,0.765410006,0.644749999,0.638059974,0.624650002,0.563139975,0.561460018,0.500689983,0.493319988,0.47488001,0.447459996,0.461369991,0.472719997,0.607909977,0.655369997,0.797730029,0.823090017,0.880020022,1.160709977,0.791019976,0.886940002,0.839699984,0.82573998,0.911090016,,
SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.264729977,1.246430039,1.305150032,1.336879969,1.359820008,1.467669964,1.443249941,1.247910023,1.37026,1.417780042,1.537050009,1.427029967,1.626729965,1.811840057,2.05133009,2.412970066,2.560610056,2.564870119,2.365479946,2.195650101,2.007639885,1.865300059,1.946449995,2.047039986,2.147350073,,
