Date,Open,High,Low,Close,Adj Close,Volume
2022-11-30,50.520000,50.970001,49.377998,50.970001,48.359352,7194200
2022-12-01,51.250000,51.509998,50.799999,51.070000,48.454231,4757300
2022-12-02,50.470001,51.700001,50.430000,51.549999,48.909649,4858300
2022-12-05,51.459999,51.939999,50.990002,51.250000,48.625015,5109900
2022-12-06,51.450001,51.865002,50.570000,51.049999,48.435257,4373400
2022-12-07,50.820000,51.339001,50.255001,50.700001,48.103184,4248500
2022-12-08,51.180000,51.430000,50.310001,50.560001,47.970352,3815800
2022-12-09,50.509998,51.400002,50.119999,50.200001,47.628792,3807000
2022-12-12,50.320000,51.130001,49.840000,51.110001,48.492184,5208100
2022-12-13,52.500000,52.830002,51.294998,51.560001,48.919136,4884100
2022-12-14,51.500000,52.048000,50.970001,51.360001,48.729382,4064300
2022-12-15,50.459999,50.562000,49.360001,49.529999,46.993107,6189600
2022-12-16,49.220001,49.970001,48.880001,49.799999,47.249275,8969100
2022-12-19,49.810001,50.314999,48.759998,49.330002,46.803360,4674700
2022-12-20,49.349998,50.005001,49.349998,49.660000,47.116451,4003400
2022-12-21,50.160000,50.930000,50.070000,50.669998,48.074718,3840500
2022-12-22,50.160000,50.250000,49.145000,50.169998,47.600330,3340600
2022-12-23,50.200001,50.910999,49.950001,50.860001,48.254990,2634200
2022-12-27,50.910000,51.220001,50.750000,51.189999,48.568081,3094500
2022-12-28,51.169998,51.349998,49.904999,49.990002,47.429550,3340300
2022-12-29,50.070000,50.801998,50.000000,50.650002,48.055748,2743400
2022-12-30,50.259998,50.530998,49.980000,50.389999,47.809063,2700300
2023-01-03,50.599998,51.150002,50.310001,51.040001,48.425766,3962500
2023-01-04,51.660000,52.505001,51.400002,52.330002,49.649696,4527800
2023-01-05,52.020000,52.980000,51.520000,52.910000,50.199989,4803000
2023-01-06,53.639999,55.235001,53.320000,55.020000,52.201916,6100700
2023-01-09,55.040001,56.189999,54.820000,55.279999,52.448593,6510900
2023-01-10,55.410000,56.580002,55.299999,56.470001,53.577648,6611700
2023-01-11,57.310001,57.889999,57.020000,57.580002,54.630795,8926300
2023-01-12,57.959999,58.798000,57.500000,58.520000,55.522648,7305900
2023-01-13,58.000000,58.775002,57.790001,58.680000,55.674458,4041200
2023-01-17,58.310001,58.480000,57.259998,57.400002,54.460018,5948400
2023-01-18,58.020000,58.349998,56.770000,56.840000,53.928696,5641500
2023-01-19,56.570000,56.990002,55.849998,56.599998,53.700985,4997500
2023-01-20,56.730000,57.555000,56.320000,57.439999,54.497963,6712600
2023-01-23,57.430000,58.400002,57.215000,58.040001,55.067234,5213700
2023-01-24,57.709999,58.459999,57.169998,58.200001,55.219036,5262500
2023-01-25,57.360001,57.974998,56.849998,57.889999,54.924915,5491500
2023-01-26,56.660000,58.570000,55.830002,58.119999,55.143135,8002500
2023-01-27,58.040001,59.330002,57.810001,58.970001,55.949600,6773300
2023-01-30,58.630001,59.235001,57.799999,57.950001,54.981846,4824700
2023-01-31,58.070000,59.450001,57.820000,59.349998,56.310135,5739100
2023-02-01,59.279999,60.715000,58.799999,60.220001,57.135578,5645100
2023-02-02,60.070000,60.419998,59.535999,59.950001,56.879406,4726200
2023-02-03,59.599998,60.243000,59.410000,60.000000,56.926842,3960900
2023-02-06,60.000000,60.299999,59.299999,60.090000,57.012238,4658600
2023-02-07,60.070000,60.875000,59.680000,60.509998,57.410721,4777500
2023-02-08,60.200001,60.509998,59.560001,59.810001,56.746578,3410400
2023-02-09,60.520000,60.709999,58.855000,59.080002,56.053970,3874700
2023-02-10,59.000000,59.840000,58.709999,59.820000,56.756065,3826300
2023-02-13,59.820000,60.415001,59.619999,60.320000,57.230453,3520600
2023-02-14,60.040001,60.040001,59.009998,59.759998,56.699135,3749100
2023-02-15,59.310001,59.759998,59.020000,59.759998,56.699135,2357500
2023-02-16,58.970001,59.384998,58.290001,58.680000,55.674458,4302100
2023-02-17,58.259998,58.505001,57.740002,58.130001,55.152626,4317200
2023-02-21,57.700001,57.880001,56.700001,56.840000,53.928696,6615600
