Date,Open,High,Low,Close,Adj Close,Volume
2022-11-30,125.900002,126.250000,121.360001,125.970001,118.788628,5830600
2022-12-01,127.300003,128.869995,125.309998,125.989998,118.807487,2638800
2022-12-02,124.760002,127.250000,124.239998,126.989998,119.750481,1821900
2022-12-05,125.070000,125.459999,124.269997,124.629997,117.525024,2143100
2022-12-06,125.150002,125.730003,123.309998,124.580002,117.477882,1919500
2022-12-07,124.330002,127.309998,124.099998,126.349998,119.146957,2701500
2022-12-08,127.000000,129.440002,125.449997,126.000000,118.816925,3785300
2022-12-09,126.779999,127.529999,125.669998,125.760002,118.590607,2334900
2022-12-12,126.080002,126.889999,124.199997,126.849998,119.618469,3877800
2022-12-13,129.449997,130.020004,126.470001,127.290001,120.033379,3256900
2022-12-14,126.500000,128.470001,124.839996,126.089996,118.901787,3095700
2022-12-15,124.790001,125.080002,121.750000,122.379997,115.403290,3336500
2022-12-16,121.309998,121.800003,120.010002,121.690002,114.752632,7599800
2022-12-19,121.330002,123.769997,121.160004,122.129997,115.167542,2440100
2022-12-20,121.989998,122.330002,120.699997,120.809998,113.922798,2903000
2022-12-21,121.830002,123.839996,121.510002,123.459999,116.421715,2578100
2022-12-22,122.220001,122.500000,119.199997,121.589996,114.658318,2188400
2022-12-23,120.790001,121.000000,117.800003,120.139999,113.290993,2609300
2022-12-27,120.139999,120.830002,119.160004,120.220001,113.366432,1811200
2022-12-28,120.349998,121.000000,118.250000,118.290001,111.546455,1961000
2022-12-29,118.870003,120.860001,118.500000,120.570000,113.696480,2060800
2022-12-30,119.650002,120.029999,118.510002,119.919998,113.083534,2096000
2023-01-03,121.519997,122.639999,120.370003,122.470001,115.488159,2612800
2023-01-04,123.349998,125.290001,122.709999,125.150002,118.015373,2769700
2023-01-05,124.209999,124.570000,122.459999,122.959999,115.950226,2606600
2023-01-06,124.660004,127.129997,123.750000,126.720001,119.495872,2417000
2023-01-09,127.000000,129.460007,126.110001,126.790001,119.561882,2871300
2023-01-10,127.070000,128.190002,126.699997,128.130005,120.825493,1648100
2023-01-11,128.929993,129.190002,127.620003,129.119995,121.759048,2013500
2023-01-12,129.600006,129.820007,127.790001,129.350006,121.975952,1839500
2023-01-13,128.419998,129.610001,128.199997,129.509995,122.126816,1693400
2023-01-17,129.759995,129.899994,126.389999,126.599998,119.382721,3510900
2023-01-18,126.849998,127.190002,122.260002,122.750000,115.752197,4258500
2023-01-19,122.000000,122.290001,118.320000,118.430000,111.678474,4979700
2023-01-20,118.550003,120.709999,116.760002,120.650002,113.771919,4373500
2023-01-23,120.610001,123.900002,120.410004,122.620003,115.629608,3412200
2023-01-24,116.040001,120.000000,114.500000,115.000000,108.444008,10276500
2023-01-25,114.500000,116.239998,112.750000,112.930000,106.492020,5993200
2023-01-26,113.510002,114.099998,111.760002,113.550003,107.076675,4625600
2023-01-27,113.730003,115.779999,113.459999,115.250000,108.679756,4114500
2023-01-30,114.470001,116.000000,112.559998,112.580002,106.161972,5902900
2023-01-31,113.150002,115.080002,112.379997,115.080002,108.519455,5071200
2023-02-01,114.550003,116.739998,113.650002,115.860001,109.254982,3100800
2023-02-02,116.089996,120.849998,115.510002,120.290001,113.432434,4917200
2023-02-03,118.930000,119.230003,116.790001,117.489998,110.792053,2682400
2023-02-06,116.790001,117.260002,115.879997,116.500000,109.858498,2487300
2023-02-07,115.820000,117.209999,114.769997,116.900002,110.235703,2182700
2023-02-08,116.169998,116.690002,115.010002,115.250000,108.679756,2511700
2023-02-09,116.430000,116.790001,112.459999,112.930000,106.492020,3601900
2023-02-10,113.230003,114.220001,112.699997,113.879997,107.387863,2274500
2023-02-13,114.370003,115.620003,113.800003,115.279999,108.708054,2247600
2023-02-14,114.790001,115.080002,112.949997,114.209999,107.699059,2462300
2023-02-15,113.650002,114.820000,113.199997,114.790001,108.245987,2527300
2023-02-16,112.500000,113.339996,110.760002,112.000000,107.013428,2695100
2023-02-17,111.959999,113.040001,110.680000,112.989998,107.959343,2827700
2023-02-21,112.000000,112.400002,109.180000,109.250000,104.385864,3889100
2023-02-22,109.529999,110.379997,108.510002,108.940002,104.089661,2655000
2023-02-23,109.699997,110.290001,108.010002,108.910004,104.061005,2943800
2023-02-24,108.110001,108.540001,106.760002,107.800003,103.000420,2862900
2023-02-27,108.860001,110.690002,108.199997,108.269997,103.449493,3556000
2023-02-28,108.120003,108.919998,107.250000,107.739998,102.943085,3380500
2023-03-01,111.040001,112.330002,109.739998,110.209999,105.303123,4914700
2023-03-02,109.750000,110.239998,107.720001,109.900002,105.006920,7589300
2023-03-03,110.779999,111.989998,109.610001,111.260002,106.306374,3040800
2023-03-06,111.400002,111.620003,109.680000,109.930000,105.035583,2820800
2023-03-07,110.000000,110.010002,107.040001,107.089996,102.322029,3372800
2023-03-08,107.440002,107.769997,106.180000,107.160004,102.388908,3434700
2023-03-09,107.660004,108.559998,105.419998,105.519997,100.821930,3463700
2023-03-10,105.540001,107.000000,103.739998,104.059998,99.426933,3693900
2023-03-13,103.669998,104.680000,102.730003,103.500000,98.891861,4211100
2023-03-14,104.589996,105.169998,101.370003,102.779999,98.203918,4772000
2023-03-15,101.320000,102.820000,100.269997,102.779999,98.203918,4891700
2023-03-16,101.779999,104.430000,101.480003,104.209999,99.570251,3642600
2023-03-17,104.349998,104.459999,101.970001,103.019997,98.433228,11385700
2023-03-20,103.410004,104.449997,103.220001,104.309998,99.665802,2721900
2023-03-21,105.239998,105.480003,103.370003,104.290001,99.646698,2623600
2023-03-22,104.320000,104.550003,101.500000,101.540001,97.019135,2805500
2023-03-23,101.660004,102.930000,100.760002,101.000000,96.503174,3177300
2023-03-24,100.370003,101.339996,100.160004,101.139999,96.636948,3552900
2023-03-27,102.220001,102.279999,100.599998,101.489998,96.971359,2797400
2023-03-28,101.589996,102.830002,101.309998,101.739998,97.210220,2462800
2023-03-29,102.809998,103.239998,101.900002,103.190002,98.595673,3221600
2023-03-30,103.750000,103.919998,102.529999,102.779999,98.203918,2349700
2023-03-31,103.500000,105.190002,103.010002,105.110001,100.430191,3611500
2023-04-03,105.150002,105.839996,104.180000,104.570000,99.914230,4017300
2023-04-04,104.900002,104.900002,102.070000,102.250000,97.697525,3473300
2023-04-05,102.360001,102.769997,101.680000,102.290001,97.735741,2652000
2023-04-06,102.349998,102.800003,101.519997,101.559998,97.038246,2419200
2023-04-10,101.599998,103.129997,101.050003,102.760002,98.184822,2880200
2023-04-11,103.629997,104.779999,103.309998,104.559998,99.904671,2952000
2023-04-12,105.000000,105.150002,103.690002,104.370003,99.723137,2724800
2023-04-13,104.839996,106.440002,104.089996,106.150002,101.423889,3435200
2023-04-14,106.000000,107.120003,105.010002,105.769997,101.060799,2793600
2023-04-17,106.160004,107.099998,105.940002,106.779999,102.025826,2434100
2023-04-18,107.230003,107.300003,105.870003,106.269997,101.538536,1912100
2023-04-19,105.699997,106.339996,105.459999,106.080002,101.357002,1918000
2023-04-20,105.459999,105.589996,104.110001,104.730003,100.067101,3695300
2023-04-21,104.980003,105.120003,104.059998,104.480003,99.828239,6391800
2023-04-24,105.050003,105.309998,104.360001,105.059998,100.382408,3536000
2023-04-25,105.680000,107.300003,104.160004,104.370003,99.723137,5071400
2023-04-26,104.000000,105.199997,102.769997,102.919998,98.337700,3173400
2023-04-27,103.080002,105.389999,103.080002,105.330002,100.640396,2393100
2023-04-28,105.309998,106.410004,105.150002,106.220001,101.490768,3983200
2023-05-01,106.339996,106.830002,105.559998,105.849998,101.137238,2289300
2023-05-02,105.510002,105.699997,102.660004,102.980003,98.395020,3012000
2023-05-03,103.500000,104.599998,102.669998,102.830002,98.251701,2056100
2023-05-04,102.550003,102.980003,100.760002,101.839996,97.305771,2963200
2023-05-05,102.800003,103.480003,102.050003,103.349998,98.748543,1943100
2023-05-08,103.559998,103.930000,101.650002,102.339996,97.783516,2094000
2023-05-09,101.470001,101.750000,100.400002,100.800003,96.312088,3121400
2023-05-10,101.389999,101.699997,99.599998,100.900002,96.407631,2744100
2023-05-11,100.500000,101.000000,99.800003,100.779999,96.292976,2774000
2023-05-12,101.209999,101.269997,99.269997,100.269997,95.805672,2455300
2023-05-15,100.070000,100.830002,99.269997,100.489998,96.015884,2407000
2023-05-16,100.000000,100.040001,98.000000,98.010002,93.646301,3743100
2023-05-17,98.419998,100.309998,98.000000,100.180000,95.719681,3578000
2023-05-18,98.440002,99.839996,98.059998,99.639999,96.650887,2914300
2023-05-19,100.250000,100.470001,98.669998,99.029999,96.059181,2698400
2023-05-22,98.879997,102.040001,98.320000,101.709999,98.658783,4187300
2023-05-23,101.709999,102.839996,100.660004,100.699997,97.679085,3616200
2023-05-24,100.449997,100.699997,96.970001,96.989998,94.080383,4132600
2023-05-25,96.550003,97.209999,95.349998,97.050003,94.138588,3119600
2023-05-26,97.050003,97.440002,96.370003,96.940002,94.031891,2787400
2023-05-30,96.930000,97.199997,95.199997,96.059998,93.178276,2870800
2023-05-31,95.000000,95.769997,93.190002,93.309998,90.510773,6191700
2023-06-01,93.470001,94.580002,92.379997,94.279999,91.451683,3329500
2023-06-02,96.099998,104.550003,96.040001,102.529999,99.454193,14149500
2023-06-05,100.900002,102.489998,97.910004,97.980003,95.040688,5912000
2023-06-06,98.059998,99.629997,97.290001,98.290001,95.341385,4474100
2023-06-07,98.720001,101.160004,97.599998,101.000000,97.970085,3341200
2023-06-08,100.800003,101.349998,99.580002,100.760002,97.737289,3150900
2023-06-09,100.699997,101.589996,98.199997,99.900002,96.903091,4513600
2023-06-12,100.349998,102.440002,100.209999,101.260002,98.222290,3499900
2023-06-13,101.260002,103.139999,100.839996,102.739998,99.657883,3283300
2023-06-14,103.160004,103.669998,101.169998,101.949997,98.891586,3251000
2023-06-15,101.900002,104.089996,101.620003,103.809998,100.695786,2822400
2023-06-16,104.250000,104.889999,103.169998,104.540001,101.403893,6197000
2023-06-20,102.779999,102.930000,101.080002,102.300003,99.231094,2746200
2023-06-21,101.669998,102.290001,100.800003,101.470001,98.425987,2518100
2023-06-22,101.290001,101.309998,99.639999,100.430000,97.417183,2594900
2023-06-23,103.300003,103.500000,99.480003,100.720001,97.698486,7811300
2023-06-26,100.000000,100.889999,99.470001,100.410004,97.397789,3655400
2023-06-27,99.919998,100.220001,98.070000,98.260002,95.312286,5429400
2023-06-28,98.260002,99.269997,97.769997,98.570000,95.612991,3795600
2023-06-29,98.099998,99.459999,97.919998,99.239998,96.262886,3496900
2023-06-30,100.010002,100.400002,99.199997,100.089996,97.087379,5085200
2023-07-03,100.199997,101.440002,99.919998,101.139999,98.105888,1599500
2023-07-05,100.790001,101.370003,98.570000,98.629997,95.671188,3943400
2023-07-06,98.000000,98.080002,95.570000,96.309998,93.420776,5131300
2023-07-07,96.190002,98.989998,96.169998,97.290001,94.371384,3987400
2023-07-10,97.120003,98.510002,96.879997,97.190002,94.274391,3767900
2023-07-11,98.739998,102.029999,98.379997,101.919998,98.862488,6253500
2023-07-12,103.480003,104.269997,101.519997,101.570000,98.522987,3633200
2023-07-13,101.699997,102.919998,101.500000,102.860001,99.774284,2492100
2023-07-14,102.750000,102.849998,101.550003,102.300003,99.231094,2214800
2023-07-17,101.900002,102.120003,100.800003,101.699997,98.649086,2302100
2023-07-18,101.620003,103.540001,101.349998,103.010002,99.919785,2490700
2023-07-19,102.849998,103.760002,102.599998,103.480003,100.375694,2088900
2023-07-20,103.169998,104.730003,102.510002,104.290001,101.161385,2866300
2023-07-21,104.169998,104.540001,103.220001,104.330002,101.200188,2498700
2023-07-24,104.529999,105.599998,103.980003,104.269997,101.141983,3333400
2023-07-25,107.550003,110.849998,107.010002,109.830002,106.535194,8778900
2023-07-26,109.839996,113.070000,109.839996,112.639999,109.260895,5595000
2023-07-27,110.449997,113.139999,110.449997,111.190002,107.854393,5613500
2023-07-28,111.870003,112.410004,111.050003,111.879997,108.523697,2909500
2023-07-31,111.879997,112.269997,110.860001,111.500000,108.155098,7241900
2023-08-01,111.500000,111.919998,110.330002,110.559998,107.243294,2855200
2023-08-02,109.500000,109.900002,108.160004,108.910004,105.642799,3186400
2023-08-03,108.500000,108.839996,106.930000,107.190002,103.974396,2821500
2023-08-04,107.559998,107.980003,105.070000,105.510002,102.344788,2914400
2023-08-07,106.000000,106.550003,104.889999,105.230003,102.073196,2509400
2023-08-08,104.309998,104.400002,102.550003,104.120003,100.996490,2912500
2023-08-09,103.900002,104.690002,103.410004,103.709999,100.598793,2145100
2023-08-10,104.070000,105.849998,103.370003,103.900002,100.783096,2202300
2023-08-11,103.830002,104.790001,103.440002,104.550003,101.413589,1628200
2023-08-14,104.160004,104.309998,102.900002,103.419998,100.317490,3054400
2023-08-15,102.550003,102.879997,100.919998,101.139999,98.105888,3345200
2023-08-16,100.769997,101.730003,100.459999,100.790001,97.766388,2853400
2023-08-17,101.230003,102.720001,101.099998,101.800003,98.746086,3404100
2023-08-18,99.980003,100.489998,99.580002,100.010002,98.460579,2632100
2023-08-21,100.000000,100.099998,98.529999,99.190002,97.653282,2302700
2023-08-22,99.669998,99.720001,98.110001,98.510002,96.983818,2590600
2023-08-23,98.750000,100.180000,97.699997,99.650002,98.106155,3264900
2023-08-24,99.269997,100.669998,98.489998,98.500000,96.973969,1900000
2023-08-25,98.980003,99.410004,98.019997,98.949997,97.417000,2188600
2023-08-28,105.309998,105.650002,102.589996,104.120003,102.506905,7638500
2023-08-29,104.989998,106.849998,104.879997,105.570000,103.934441,5243200
2023-08-30,105.489998,105.849998,103.610001,104.449997,102.831787,3273900
2023-08-31,105.940002,108.330002,105.489998,106.669998,105.017395,6506100
2023-09-01,107.300003,108.300003,106.110001,106.949997,105.293053,3640500
2023-09-05,106.800003,108.260002,106.379997,106.849998,105.194603,4864200
2023-09-06,106.519997,106.809998,105.339996,106.370003,104.722046,2684300
